,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ALL Items Purchased ALL Locations,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Date Range: 06/09/2023 - 06/08/2024, 06/09/2024 - 06/08/2025",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Anand Ganger, 6/8/2025 10:46 AM",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Billing Location Nickname,Billing Location Address,Billing Location Account Number,Shipped Location Nickname,Shipped Location Address,Shipped Location Account Number,Short Description,Extended Description,Item Code,Manufacturer,Uom,Previous Quantity,Current Quantity,Previous Amount,Current Amount,CategoryTree,Category,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Category Level 9,Category Level 10
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Frosted Microscope Slide 25x75mm White 72/Bx, 20 BX/CA","Frosted Microscope Slide 25x75mm White With 90D Ground Edges/Safety Corners Glass 72/Box, 20 BX/CA",8686492,Globe Scientific Inc.,CA,2,,289.60,,"Laboratory > Laboratory Supplies > Glass, Plasticware & Consumables > Microscope Slides",Laboratory,Laboratory Supplies,"Glass, Plasticware & Consumables",Microscope Slides,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"American White Cross Adhesive Bandage Fabric 3/4x3"" Tan Sterile 100/Bx, 12 BX/CA","American White Cross Adhesive Bandage Fabric 3/4x3"" Tan Sterile 100/Box, 12 BX/CA",1271285,Dukal LLC,BX,5,,13.85,,Medical & Surgical Supplies > Bandages & Tapes > Adhesive Bandage,Medical & Surgical Supplies,Bandages & Tapes,Adhesive Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"American White Cross Adhesive Bandage Fabric 7/8"" Standard Sterile 100/Bx, 12 BX/CA","American White Cross Adhesive Bandage Fabric 7/8"" Standard Sterile 100/Box, 12 BX/CA",1271247,Dukal LLC,BX,3,,8.70,,Medical & Surgical Supplies > Bandages & Tapes > Adhesive Bandage,Medical & Surgical Supplies,Bandages & Tapes,Adhesive Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Mastisol Liquid Adhesive Adhesive EtOH/GUM Mstc/Storax/Mthyl Slcyt Clr 2oz,Mastisol Liquid Adhesive Adhesive Ethanol/Gum Mastic/Storax/Methyl Salicylate Clear 2oz,7289210,Ferndale Laboratories Inc,EA,2,,71.78,,Medical & Surgical Supplies > Bandages & Tapes > Adhesive Bandage,Medical & Surgical Supplies,Bandages & Tapes,Adhesive Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"CoFlex NL Compression Bandage Elastic 4""x5yd Tan Non-Sterile 18/Ca","CoFlex NL Compression Bandage Elastic 4""x5yd Tan Non-Sterile 18/Case",6814331,Andover Coated Products,CA,1,,29.19,,Medical & Surgical Supplies > Bandages & Tapes > Self Adhering & Co-Adherent Bandage,Medical & Surgical Supplies,Bandages & Tapes,Self Adhering & Co-Adherent Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Hypafix Retention Tape Fabric 2""x11yd White Non-Sterile Ea, 24 EA/CA","Hypafix Retention Tape Fabric 2""x11yd White Non-Sterile Each, 24 EA/CA",1279702,"BSN Medical, Inc",EA,46,,467.36,,Medical & Surgical Supplies > Bandages & Tapes > Tape,Medical & Surgical Supplies,Bandages & Tapes,Tape,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Cotton Tipped Applicator 6 in Wood Handle Non Sterile 1000/Bx, 10 BX/CA","HSI Cotton Tipped Applicator White Cotton Tip For Easy Application White Cotton Tip 6 in Wood Handle Non Sterile 1000/Box, 10 BX/CA",1009175,Henry Schein Inc.,BX,9,1,73.44,9.09,Medical & Surgical Supplies > Disposable Exam Room Products > Applicator,Medical & Surgical Supplies,Disposable Exam Room Products,Applicator,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Dry Tips Cotton Ball Non Sterile Large 1000/Bg, 2 BG/CA","Dry Tips Cotton Ball Maximum Absorbency Size Large Not Made With Natural Rubber Latex Non Sterile 1000/Bag, 2 BG/CA",1152719,Dukal LLC,BG,2,,25.06,,Medical & Surgical Supplies > Disposable Exam Room Products > Cotton Products & Dispenser,Medical & Surgical Supplies,Disposable Exam Room Products,Cotton Products & Dispenser,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Dry Tips Cotton Ball Non Sterile Large 1000/Bg, 2 BG/CA","Dry Tips Cotton Ball Maximum Absorbency Size Large Not Made With Natural Rubber Latex Non Sterile 1000/Bag, 2 BG/CA",1152719,Dukal LLC,CA,1,,25.28,,Medical & Surgical Supplies > Disposable Exam Room Products > Cotton Products & Dispenser,Medical & Surgical Supplies,Disposable Exam Room Products,Cotton Products & Dispenser,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Professional Towel 2 Ply Tissue / Poly 13 in x 18 in White Disposable 500/Ca,Professional Towel 2 Ply Tissue / Poly 13 in x 18 in Disposable 500/Case,1245008,Tidi Products LLC,CA,3,,63.56,,"Medical & Surgical Supplies > Disposable Exam Room Products > Patient Bib, Towel & Dispenser",Medical & Surgical Supplies,Disposable Exam Room Products,"Patient Bib, Towel & Dispenser",,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Pillowcase 21 in x 30 in Tissue / Poly White Disposable 100/Ca,Pillowcase Disposable 21 in x 30 in Tissue / Poly White 100/Case,1016311,Tidi Products LLC,CA,5,,144.36,,Medical & Surgical Supplies > Disposable Exam Room Products > Pillow Cover & Case,Medical & Surgical Supplies,Disposable Exam Room Products,Pillow Cover & Case,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Exam Table Paper Smooth 18 in x 225 Feet 12/Ca,HSI Exam Table Paper Smooth White Disposable 18 in x 225 Feet Standard Roll 12/Case,1009491,Henry Schein Inc.,CA,3,,104.55,,Medical & Surgical Supplies > Disposable Exam Room Products > Table Paper,Medical & Surgical Supplies,Disposable Exam Room Products,Table Paper,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Kleenex Facial Tissue White 2 Ply 100/Bx, 36 BX/CA","Kleenex Facial Tissue White 2 Ply Flat Box 100/Box, 36 BX/CA",1002649,Kimberly Clark Professional,BX,8,,10.56,,Medical & Surgical Supplies > Disposable Exam Room Products > Tissue Products & Dispenser,Medical & Surgical Supplies,Disposable Exam Room Products,Tissue Products & Dispenser,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Criterion N100 Nitrile Exam Gloves Large Standard Blue Non-Sterile, 10 BX/CA","Criterion N100 Nitrile Exam Gloves Large Standard Blue Non-Sterile Chemo Tested, 10 BX/CA",1118537,Henry Schein Inc.,CA,1,,54.30,,Medical & Surgical Supplies > Gloves > Exam,Medical & Surgical Supplies,Gloves,Exam,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Criterion N100 Nitrile Exam Gloves Medium Standard Blue Non-Sterile, 10 BX/CA","Criterion N100 Nitrile Exam Gloves Medium Standard Blue Non-Sterile Chemo Tested, 10 BX/CA",1118536,Henry Schein Inc.,CA,5,,271.50,,Medical & Surgical Supplies > Gloves > Exam,Medical & Surgical Supplies,Gloves,Exam,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Criterion N100 Nitrile Exam Gloves Small Standard Blue Non-Sterile, 10 BX/CA","Criterion N100 Nitrile Exam Gloves Small Standard Blue Non-Sterile Chemo Tested, 10 BX/CA",1118535,Henry Schein Inc.,CA,4,,217.20,,Medical & Surgical Supplies > Gloves > Exam,Medical & Surgical Supplies,Gloves,Exam,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Criterion Polychloroprene Surgical Gloves 6 Extended White, 4 BX/CA","Criterion Polychloroprene Surgical Gloves 6 Extended White Not Chemo Tested, 4 BX/CA",1127080,Henry Schein Inc.,BX,3,,162.21,,Medical & Surgical Supplies > Gloves > Surgical,Medical & Surgical Supplies,Gloves,Surgical,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Criterion Polychloroprene Surgical Gloves 6.5 Extended White, 4 BX/CA","Criterion Polychloroprene Surgical Gloves 6.5 Extended White Not Chemo Tested, 4 BX/CA",1127081,Henry Schein Inc.,BX,1,,54.07,,Medical & Surgical Supplies > Gloves > Surgical,Medical & Surgical Supplies,Gloves,Surgical,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Criterion Polychloroprene Surgical Gloves 7 Extended White, 4 BX/CA","Criterion Polychloroprene Surgical Gloves 7 Extended White Not Chemo Tested, 4 BX/CA",1127082,Henry Schein Inc.,BX,10,,540.70,,Medical & Surgical Supplies > Gloves > Surgical,Medical & Surgical Supplies,Gloves,Surgical,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Criterion Polychloroprene Surgical Gloves 7.5 Extended White, 4 BX/CA","Criterion Polychloroprene Surgical Gloves 7.5 Extended White Not Chemo Tested, 4 BX/CA",1127083,Henry Schein Inc.,BX,5,,270.35,,Medical & Surgical Supplies > Gloves > Surgical,Medical & Surgical Supplies,Gloves,Surgical,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Hypodermic Needle 30gx1/2"" Conventional 100/Bx, 100 BX/CA","Needle Henry Schein 30g 1/2"" Hypodermic Box Sterile Not Made With Natural Rubber Latex Disposable Conventional 100/Box, 100 BX/CA",1126148,Henry Schein Inc.,BX,20,,99.60,,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Tuberculin Syringe 1cc Luer Lock Low Dead Space 100/Bx, 10 BX/CA","Tuberculin Syringe 1cc Luer Lock Low Dead Space Graduated w/o Needle Sterile Not Made With Natural Rubber Latex Disposable Lock Tip 100/Box, 10 BX/CA",3377080,Exel International Inc.,BX,6,,107.64,,Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Luer Lock,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Luer Lock,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Tuberculin Syringe 1cc Luer Lock Low Dead Space 100/Bx, 10 BX/CA","Tuberculin Syringe 1cc Luer Lock Low Dead Space Graduated w/o Needle Sterile Not Made With Natural Rubber Latex Disposable Lock Tip 100/Box, 10 BX/CA",3377080,Exel International Inc.,CA,3,,538.20,,Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Luer Lock,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Luer Lock,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Incontinence Underpad Unisex 23x24"" Light Absorbency White/Blue 200/Ca","Henry Schein Incontinence Underpad Unisex 23x24"" Small/Medium Hypoallergenic/Spunbond Front Sheet/Waterproof Light Absorbency White/Blue Not Made With Natural Rubber Latex Disposable 200/Case",1125634,Henry Schein Inc.,CA,1,,27.03,,Medical & Surgical Supplies > Incontinence Products > Underpad,Medical & Surgical Supplies,Incontinence Products,Underpad,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"FluidShield Tie On Mask ASTM Level 3 Anti-Fog Orange 50/Bx, 6 BX/CA","FluidShield Tie On Mask Anti-Fog Orange Disposable Not Made From Natural Rubber Latex ASTM Level 3 50/Box, 6 BX/CA",8404577,O & M Halyard,BX,3,,39.27,,Medical & Surgical Supplies > Infection Control Products > Face Mask,Medical & Surgical Supplies,Infection Control Products,Face Mask,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,BactoShield Liquid Scrub 32 oz Fresh 32oz/Bt,BactoShield Liquid Scrub 32 oz 4% Chlorhexidine Gluconate / 4% Isopropyl Alcohol Fresh 32oz/Bottle,7639397,DebMed,EA,6,,52.54,,Medical & Surgical Supplies > Infection Control Products > Hand Care & Accessories,Medical & Surgical Supplies,Infection Control Products,Hand Care & Accessories,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"CliniClean Antiseptic Solution Antiseptic 4 oz Flip Top Bottle Fragrance Free Ea, 48 EA/CA","CliniClean Antiseptic Solution Antiseptic 4 oz Flip Top Bottle 4% Chlorhexidine Gluconate Fragrance Free Each, 48 EA/CA",1460378,HR Healthcare,EA,,4,,9.96,Medical & Surgical Supplies > Infection Control Products > Hand Care & Accessories,Medical & Surgical Supplies,Infection Control Products,Hand Care & Accessories,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"AprilGuard Powder Organisol Detergent Ea, 8 EA/CA","AprilGuard Powder Organisol Detergent Biodegradable Each, 8 EA/CA",2300037,Chester Labs Inc,EA,3,,69.54,,Medical & Surgical Supplies > Infection Control Products > Instrument Reprocessing,Medical & Surgical Supplies,Infection Control Products,Instrument Reprocessing,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"SelfSeal Sterilization Pouch Self Seal 3.5 in x 9 in 200/Bx, 6 BX/CA","SelfSeal Sterilization Pouch 3.5 in x 9 in Blue / White Not Made From Natural Rubber Latex 200/Box, 6 BX/CA",1124853,Henry Schein Inc.,BX,4,,36.24,,Medical & Surgical Supplies > Infection Control Products > Sterilization Processing,Medical & Surgical Supplies,Infection Control Products,Sterilization Processing,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"SelfSeal Sterilization Pouch Self Seal 5.25 in x 10 in 200/Bx, 6 BX/CA","SelfSeal Sterilization Pouch 5.25 in x 10 in Blue / White Not Made From Natural Rubber Latex 200/Box, 6 BX/CA",1124854,Henry Schein Inc.,BX,1,,19.80,,Medical & Surgical Supplies > Infection Control Products > Sterilization Processing,Medical & Surgical Supplies,Infection Control Products,Sterilization Processing,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Tape Indicator 0.75 in For Disposable Autoclave Wraps Beige Ea, 48 EA/CA","HSI Tape Indicator 0.75 in For Disposable Autoclave Wraps Beige Not Made From Natural Rubber Latex Each, 48 EA/CA",5701510,Henry Schein Inc.,EA,6,,24.75,,Medical & Surgical Supplies > Infection Control Products > Sterilization Processing,Medical & Surgical Supplies,Infection Control Products,Sterilization Processing,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Wrap 240/Ca,Wrap 240/Case,1197224,O & M Halyard,CA,2,,154.12,,Medical & Surgical Supplies > Infection Control Products > Sterilization Processing,Medical & Surgical Supplies,Infection Control Products,Sterilization Processing,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"CaviWipes Surface Disinfectant Large Canister 160/Cn, 12 CN/CA","Disinfectant Surface CaviWipes Large 6 in x 6.75 in Canister 160/Can, 12 CN/CA",6402805,Metrex Research Corp,CN,22,,126.32,,Medical & Surgical Supplies > Infection Control Products > Surface Disinfectant & Cleaner,Medical & Surgical Supplies,Infection Control Products,Surface Disinfectant & Cleaner,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"SharpStar Sharps Container 5qt Clr 5.5x10.75x12.5"" Ld Lk Tab Hrzntl Drp Plstc Ea, 20 EA/CA","SharpStar Sharps Container 5qt Clear 5.5x10.75x12.5"" Counterbalanced Lid Locking Tabs Horizontal Drop Plastic Molded-In Handles Nestable Wall Mount Disposable Autoclavable/Full Indicator Each, 20 EA/CA",2712717,Cardinal Health,EA,26,,100.36,,Medical & Surgical Supplies > Infectious Waste Management > Sharps Container,Medical & Surgical Supplies,Infectious Waste Management,Sharps Container,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Skin Marker Regular Tip Blue Sterile, 12 BX/CA","Skin Marker Regular Tip Blue Sterile, 12 BX/CA",5824845,Cardinal Health,BX,2,,59.64,,Medical & Surgical Supplies > OR Basics > Skin Marking Pen,Medical & Surgical Supplies,OR Basics,Skin Marking Pen,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Towel OR Blue Sterile, 20 PK/CA","Towel OR Blue Sterile, 20 PK/CA",9331103,Dukal LLC,CA,41,,"3,286.00",,Medical & Surgical Supplies > Surgical Products > OR Towel,Medical & Surgical Supplies,Surgical Products,OR Towel,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Towel OR Blue Sterile, 20 PK/CA","Towel OR Blue Sterile, 20 PK/CA",9331103,Dukal LLC,PK,20,3,80.40,12.06,Medical & Surgical Supplies > Surgical Products > OR Towel,Medical & Surgical Supplies,Surgical Products,OR Towel,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Surgical Blade Remover,Surgical Blade Remover,1161556,Cincinnati Surgical Co,BX,8,,215.12,,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Scalpel Blade Removers,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Scalpel Blade Removers,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Carbon Steel Sterile Surgical Blade #15 Disposable 100/Bx,Carbon Steel Sterile Surgical Blade #15 Disposable,9532041,"Integra York Pa, Inc",BX,14,1,518.04,42.03,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Scalpel Blades,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Scalpel Blades,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"18x26"" Sterile Surgical Drape 3"" Fenestrated, 6 BX/CA","18x26"" Sterile Surgical Drape 3"" Fenestrated, 6 BX/CA",9004685,Henry Schein Inc.,BX,,1,,20.58,Medical & Surgical Supplies > Surgical Products > Surgical Drape > Surgical Procedure Drapes,Medical & Surgical Supplies,Surgical Products,Surgical Drape,Surgical Procedure Drapes,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Steri-Drape 25x22"" Sterile Minor Procedure Drape Fenestrated, 4 BX/CA","Steri-Drape 25x22"" Sterile Minor Procedure Drape Fenestrated, 4 BX/CA",7776917,3M Medical Products,BX,,1,,47.65,Medical & Surgical Supplies > Surgical Products > Surgical Drape > Surgical Procedure Drapes,Medical & Surgical Supplies,Surgical Products,Surgical Drape,Surgical Procedure Drapes,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Rubber Penrose Drain Flat Tip, 10 BX/CA","Rubber Penrose Drain Flat Tip, 10 BX/CA",2881357,Cardinal Health,CA,4,,607.60,,Medical & Surgical Supplies > Surgical Products > Wound Drainage > Wound Drainage Tubing,Medical & Surgical Supplies,Surgical Products,Wound Drainage,Wound Drainage Tubing,,,,,,
